idSess,soc_dis,t_dis,g,idx_theta_w,idx_theta_l
3580620,0.0,0.0,0.6683030402403549,-1,-1
3580674,0.08749642925553869,3.0,0.42822904609747725,1,1
3580630,0.0,0.0,0.6683030402403549,-1,2
3580692,0.0,0.0,0.6054321344782831,0,-1
3580739,0.05893323479191541,3.0,0.4053784905265786,0,1
3580810,0.05893323479191541,6.0,0.6054321344782831,0,2
3580791,0.0,0.0,0.6683030402403549,-1,-1
3580796,0.05893323479191541,6.0,0.6054321344782831,0,2
3580836,0.0,0.0,0.6683030402403549,-1,2
3580863,0.0,0.0,0.6054321344782831,0,-1
3581072,0.0,0.0,0.6054321344782831,0,-1
3581052,0.0,0.0,0.46824939628865037,-1,1
3580939,0.0,0.0,0.6054321344782831,0,-1
3581035,0.0,0.0,0.6054321344782831,0,-1
3581026,0.05893323479191541,6.0,0.6054321344782831,0,2
3581028,0.0,0.0,0.6683030402403549,-1,2
3581159,0.0,0.0,0.6683030402403549,-1,-1
3581163,0.0,0.0,0.6054321344782831,0,-1
3581131,0.0,0.0,0.46824939628865037,-1,1
3581116,0.0,0.0,0.46824939628865037,-1,1
3581082,0.05893323479191541,3.0,0.4053784905265786,0,1
3581418,0.0,0.0,0.46824939628865037,-1,1
3581424,0.0,0.0,0.46824939628865037,-1,1
3581353,0.0,0.0,0.46824939628865037,-1,1
3581498,0.05893323479191541,3.0,0.4053784905265786,0,1
3581604,0.0,0.0,0.3539560514921607,-1,0
3581567,0.08749642925553869,3.0,0.42822904609747725,1,1
3581636,0.05893323479191541,3.0,0.4053784905265786,0,1
3581619,0.0,0.0,0.46824939628865037,-1,1
3581642,0.0,0.0,0.6683030402403549,-1,2
3581773,0.0,0.0,0.46824939628865037,-1,1
3581726,0.15419701290749385,2.0,0.3539560514921607,2,0
3581774,0.0,0.0,0.6683030402403549,-1,-1
3581797,0.0,0.0,0.6054321344782831,0,-1
3581857,0.08749642925553869,6.0,0.6282826900491818,1,2
3581922,0.05893323479191541,3.0,0.4053784905265786,0,1
3581902,0.0,0.0,0.6683030402403549,-1,-1
3581911,0.05893323479191541,3.0,0.4053784905265786,0,1
3581961,0.0,0.0,0.6683030402403549,-1,-1
3581985,0.0,0.0,0.6282826900491818,1,-1
3582003,0.0,0.0,0.46824939628865037,-1,1
3582104,0.0,0.0,0.6054321344782831,0,-1
3582098,0.0,0.0,0.6683030402403549,-1,2
3582138,0.15419701290749385,6.0,0.6683030402403549,2,2
3582127,0.08749642925553869,6.0,0.6282826900491818,1,2
3582183,0.15419701290749385,2.0,0.3539560514921607,2,0
3582241,0.0,0.0,0.6683030402403549,-1,2
3582316,0.05893323479191541,3.0,0.4053784905265786,0,1
3582313,0.0,0.0,0.6054321344782831,0,-1
3582325,0.08749642925553869,6.0,0.6282826900491818,1,2
3582362,0.15419701290749385,3.0,0.46824939628865037,2,1
3582383,0.05893323479191541,6.0,0.6054321344782831,0,2
3582351,0.15419701290749385,3.0,0.46824939628865037,2,1
3582479,0.0,0.0,0.46824939628865037,-1,1
3582477,0.0,0.0,0.6683030402403549,-1,-1
3582570,0.0,0.0,0.46824939628865037,-1,1
3582527,0.05893323479191541,3.0,0.4053784905265786,0,1
3582644,0.0,0.0,0.6054321344782831,0,-1
3582597,0.0,0.0,0.6054321344782831,0,-1
3582781,0.0,0.0,0.6683030402403549,-1,-1
3582849,0.0,0.0,0.6054321344782831,0,-1
3582810,0.15419701290749385,3.0,0.46824939628865037,2,1
3582924,0.0,0.0,0.3539560514921607,-1,0
3582880,0.0,0.0,0.6054321344782831,0,-1
3582898,0.0,0.0,0.3539560514921607,-1,0
3582977,0.0,0.0,0.6054321344782831,0,-1
3582943,0.0,0.0,0.46824939628865037,-1,1
3582986,0.0,0.0,0.3539560514921607,-1,0
3582947,0.0,0.0,0.6683030402403549,-1,-1
3583011,0.0,0.0,0.46824939628865037,-1,1
3583031,0.0,0.0,0.6054321344782831,0,-1
3583083,0.0,0.0,0.6683030402403549,-1,2
3583198,0.0,0.0,0.6683030402403549,-1,-1
3583172,0.0,0.0,0.46824939628865037,-1,1
3583124,0.08749642925553869,3.0,0.42822904609747725,1,1
3583163,0.0,0.0,0.6683030402403549,-1,-1
3583195,0.0,0.0,0.46824939628865037,-1,1
3583256,0.0,0.0,0.6683030402403549,-1,-1
3583252,0.08749642925553869,3.0,0.42822904609747725,1,1
